631
92;China;4;1281
60;Vietnam;3;1153
798;Sweden;3;1257
633;Norway;2;1180
339;Oman;4;1343
24;Portugal;4;586
142;China;2;1224
718;Vietnam;5;830
979;Indonesia;4;1452
979;Indonesia;2;1267
556;China;5;1078
36;China;4;1368
289;China;2;796
896;China;5;790
177;Malta;2;747
801;Philippines;2;887
544;Indonesia;5;1439
797;Guinea;2;801
910;Iraq;4;601
80;Philippines;5;1439
752;China;3;1481
548;South Africa;3;834
94;Greece;3;1154
330;Portugal;2;1405
941;China;1;1125
378;China;3;862
681;Indonesia;1;1493
905;Portugal;3;1406
53;United States;2;1323
233;Ukraine;2;1361
836;Philippines;2;1333
740;Philippines;2;1176
753;Poland;4;1037
599;Poland;4;910
15;Cameroon;3;739
996;Poland;1;503
530;Panama;4;503
896;Poland;2;1018
634;China;1;936
813;Peru;4;1088
300;Kosovo;1;1157
549;Indonesia;2;652
366;Philippines;1;967
876;Croatia;2;1336
540;Tanzania;4;830
532;China;4;730
64;Ukraine;4;1220
908;Russia;5;597
137;Indonesia;3;600
900;Vietnam;3;1295
539;Macedonia;1;1428
819;Netherlands;1;1196
930;China;3;693
247;China;3;1325
119;Russia;5;572
838;North Korea;2;1480
897;France;3;593
487;France;1;610
272;Gabon;4;1064
556;Costa Rica;1;1301
697;China;1;698
144;Israel;2;1111
414;China;5;947
603;China;5;950
44;Israel;5;561
548;Cameroon;4;968
142;Brazil;4;527
878;Portugal;5;1229
442;Laos;2;1401
181;China;2;691
651;France;3;1386
660;Palestinian Territory;4;1055
584;United States;2;1006
216;Honduras;4;864
317;China;1;860
995;Indonesia;5;1379
26;Iran;3;530
749;Mexico;3;1078
929;Bosnia and Herzegovina;1;1357
779;China;1;902
799;Russia;1;1104
296;Portugal;4;1021
824;Indonesia;4;1475
334;Brazil;3;1063
344;China;5;935
93;Portugal;3;751
468;China;1;1289
1;Indonesia;1;597
176;China;4;904
555;Cambodia;3;1343
281;Indonesia;5;939
924;Uruguay;1;1313
350;China;2;895
270;Canada;5;1170
192;Japan;2;711
969;China;5;934
891;Morocco;3;1270
539;Poland;2;1116
238;Kyrgyzstan;1;1401
542;Indonesia;3;952
856;Palestinian Territory;2;948
277;Peru;3;1056
76;China;4;1482
847;China;5;796
315;China;2;1291
29;Afghanistan;4;675
872;Russia;4;799
532;Japan;5;910
679;Turkmenistan;5;1497
747;Spain;1;1368
792;Poland;3;892
182;Indonesia;1;760
707;Sweden;2;551
86;China;5;1315
833;China;5;1387
414;Peru;1;1341
978;Mauritius;2;1022
262;Indonesia;1;1155
308;Estonia;3;866
40;Philippines;5;1456
401;China;2;1389
906;France;3;1187
843;Vietnam;2;696
301;France;4;1085
583;China;5;1341
3;Russia;4;1395
971;Iran;5;948
791;Poland;5;750
629;Poland;4;1409
29;Finland;4;719
585;Nigeria;4;690
838;Norway;2;846
589;Philippines;2;876
542;Japan;2;1091
971;China;2;963
947;Dominican Republic;1;1059
831;Philippines;5;960
956;Russia;4;854
415;Mauritius;4;1151
834;Honduras;1;1175
342;Poland;4;676
656;Peru;2;766
274;China;4;1462
986;China;4;1012
958;Greece;2;1212
550;China;5;1281
800;Mongolia;2;1385
330;China;3;517
642;Kenya;5;1172
4;Philippines;3;637
438;China;5;1336
67;China;3;1487
2;Indonesia;4;1383
996;Indonesia;3;1264
462;Italy;2;703
139;Indonesia;3;918
705;Brazil;4;1236
57;Brazil;2;611
410;United States;4;708
783;Thailand;1;1031
103;United States;1;1052
896;China;5;754
496;Cape Verde;4;1466
796;Lithuania;2;1179
529;Japan;3;591
121;Portugal;2;844
387;France;3;890
517;French Polynesia;2;626
977;United States;3;1016
226;Brazil;2;1144
350;Serbia;5;575
671;Brazil;1;664
692;Sweden;1;1288
456;Mexico;1;1252
277;Philippines;2;749
842;Bulgaria;5;556
718;Brazil;5;918
115;Japan;2;698
304;Indonesia;1;1076
520;Bolivia;1;1011
416;Argentina;1;668
67;Philippines;5;1221
386;Ukraine;4;995
92;Russia;3;616
630;Russia;2;1176
731;United Kingdom;1;1494
468;Philippines;1;1415
428;Indonesia;5;1382
268;Morocco;2;1496
253;Malaysia;3;669
81;Panama;2;1310
729;Greece;5;827
692;Indonesia;1;640
525;Brazil;3;1062
954;China;2;1377
907;Indonesia;1;1124
295;China;3;1392
617;China;2;839
647;Greece;1;766
277;Ukraine;1;500
77;Russia;2;1134
345;Brazil;1;527
887;Tunisia;1;993
518;Dominican Republic;3;1290
371;Norway;2;1189
823;United States;4;612
467;Poland;1;1181
787;Zimbabwe;2;701
972;China;1;711
276;Philippines;2;552
460;China;3;1493
394;Indonesia;1;1009
810;Sweden;3;1181
411;Brazil;2;923
332;Togo;3;1225
927;Honduras;2;1463
529;Philippines;4;1184
254;Germany;4;870
825;Colombia;3;1208
65;Greece;1;661
582;China;4;1290
980;Afghanistan;1;823
699;Thailand;1;1384
434;Norway;1;783
777;France;2;1188
155;Thailand;3;914
783;Brazil;2;577
955;Russia;5;620
731;Nicaragua;1;1114
436;China;5;1100
57;Brazil;2;1397
34;United States;4;725
931;South Korea;4;665
385;Poland;3;1223
58;Spain;3;1462
944;Albania;4;1408
898;Uruguay;3;1006
70;Poland;5;844
517;Indonesia;4;1406
634;China;2;1001
901;Malawi;1;1469
683;Antigua and Barbuda;1;858
165;Russia;4;862
751;Russia;4;1417
620;Sweden;1;1083
887;Japan;4;1409
111;China;1;1392
25;Eritrea;5;1187
771;China;3;1014
442;Zimbabwe;1;812
297;China;1;1022
167;Belarus;2;676
729;Ecuador;2;917
7;Brazil;5;696
57;Japan;5;825
372;Latvia;2;1358
361;Czech Republic;5;1155
731;Croatia;1;856
319;France;3;613
700;Israel;4;627
752;Mexico;4;534
222;China;5;988
463;China;4;932
267;South Africa;5;1305
903;Argentina;5;854
518;France;3;914
840;Russia;1;1180
290;Indonesia;2;585
993;Israel;4;536
355;Indonesia;4;1219
615;Netherlands;4;1375
558;Armenia;2;544
482;China;2;1181
495;Canada;5;1159
672;France;1;709
904;China;1;638
910;Argentina;1;944
578;Nigeria;2;954
609;Argentina;4;624
579;Brazil;4;1303
421;Brazil;3;554
907;Bolivia;3;634
767;France;2;591
116;France;4;1354
871;Slovenia;4;1076
610;Indonesia;1;620
974;Netherlands;5;1196
79;Czech Republic;5;1385
721;Philippines;1;1009
573;Brazil;3;889
161;Sweden;5;1170
926;Portugal;4;1256
59;Canada;2;1443
340;Mongolia;2;504
778;Sweden;5;1318
927;Albania;3;1246
862;Bosnia and Herzegovina;5;1095
558;Peru;4;827
119;Chile;1;924
939;Peru;3;1434
695;Philippines;3;1470
263;Cameroon;3;1139
220;Ukraine;4;1011
100;China;3;1492
632;Greece;2;1107
943;France;1;607
15;China;4;601
68;Nigeria;4;1079
810;Turkmenistan;1;1007
416;Poland;4;896
57;Netherlands;2;1438
546;Indonesia;5;1001
75;Iran;2;1399
868;Russia;1;922
644;Thailand;1;1164
349;France;2;1293
923;Peru;4;1060
165;Pakistan;5;1126
345;Russia;1;852
956;Ukraine;4;545
854;Namibia;1;1214
122;Kazakhstan;3;616
110;Greece;4;894
954;Colombia;4;872
258;Kazakhstan;1;1022
457;Croatia;3;1365
976;Liberia;1;977
537;Brazil;4;1196
208;Indonesia;2;960
626;China;5;979
412;Russia;4;670
32;Democratic Republic of the Congo;5;1029
720;Brazil;5;1218
202;Germany;3;999
622;Sweden;3;1138
388;Madagascar;1;1000
54;Argentina;2;1053
744;Sweden;3;887
115;Argentina;4;736
137;Bangladesh;1;1305
780;Poland;4;969
633;Venezuela;4;1157
979;Indonesia;5;917
900;China;3;999
183;Poland;4;859
916;South Korea;5;1476
295;Mongolia;5;828
664;Russia;4;1019
592;Tunisia;2;1011
676;Cyprus;1;1396
989;China;3;717
877;Morocco;1;724
102;Indonesia;1;739
433;China;2;850
485;Azerbaijan;4;917
320;Ukraine;4;905
824;Armenia;1;518
801;Portugal;3;1013
715;France;4;1114
346;Sweden;5;841
55;Indonesia;1;759
2;Indonesia;4;1111
171;China;2;1425
858;Brazil;3;750
315;China;4;1432
124;Poland;1;550
343;China;5;1049
445;Venezuela;2;1139
948;China;1;893
501;Russia;1;805
337;Ireland;3;997
489;China;3;1216
338;Sweden;2;1010
205;Burkina Faso;4;856
681;Indonesia;2;1181
928;China;1;996
424;China;4;940
522;Finland;5;944
484;Portugal;2;545
268;Argentina;1;1376
735;Indonesia;4;1077
107;Serbia;5;588
509;Syria;2;761
75;Namibia;5;920
483;China;1;1321
595;Philippines;1;1137
731;Mexico;4;694
469;Czech Republic;5;551
780;Indonesia;2;1318
631;Philippines;4;1350
181;Indonesia;2;1056
233;Mexico;1;928
616;Indonesia;2;665
91;China;2;530
734;Morocco;5;901
330;China;1;905
437;Indonesia;3;877
19;Portugal;1;962
659;Poland;5;1288
860;Indonesia;3;689
778;Brazil;4;1293
433;Armenia;1;550
589;China;3;621
851;Indonesia;1;968
432;China;5;945
357;Argentina;2;1279
873;Brazil;4;938
924;Poland;2;666
454;Indonesia;3;1350
989;China;5;1338
936;Indonesia;2;514
493;Portugal;3;985
446;Canada;5;963
185;Philippines;2;1106
868;Argentina;2;741
369;China;2;916
629;Cuba;3;638
473;Iran;3;1121
500;China;4;1364
381;Portugal;2;689
973;Portugal;4;619
603;Czech Republic;5;798
493;China;4;1349
125;Brazil;1;1080
49;Ireland;5;962
883;China;1;759
643;Colombia;1;608
995;France;4;1067
865;Canada;2;1396
91;China;1;733
907;Indonesia;1;1465
620;Dominican Republic;4;1040
845;Germany;5;849
186;China;2;574
239;Colombia;5;629
273;Argentina;1;1370
827;Bosnia and Herzegovina;4;784
678;Democratic Republic of the Congo;4;1311
924;China;5;1175
953;Kazakhstan;2;1257
521;Russia;1;1057
924;China;1;657
969;Brazil;1;865
163;Japan;1;772
128;China;2;730
217;China;4;836
923;France;3;1475
455;Indonesia;2;623
645;China;2;823
774;China;1;554
821;Tanzania;2;866
446;Thailand;4;1195
522;Brazil;2;1146
583;Indonesia;4;1178
907;France;3;916
270;Djibouti;4;760
802;Argentina;3;980
127;Philippines;1;1121
951;Russia;2;1426
551;China;2;944
862;Philippines;1;732
849;Latvia;5;1218
50;Russia;2;1406
417;Kazakhstan;3;1305
460;Colombia;3;918
788;Indonesia;1;1245
150;Iran;3;1121
324;Tanzania;4;1308
485;Portugal;5;1232
185;China;1;1230
408;Haiti;1;987
780;Serbia;2;1046
145;China;2;1014
360;Russia;2;920
288;Poland;4;722
804;Comoros;2;1256
437;Argentina;5;832
775;Russia;3;1366
271;Namibia;3;1174
751;China;1;1186
975;Netherlands;2;918
17;Pakistan;1;759
923;Dominican Republic;2;827
328;China;5;1062
573;Ukraine;4;1456
521;Indonesia;2;1361
10;Bolivia;1;961
435;Nigeria;1;585
772;Brazil;4;1439
55;Indonesia;3;1386
421;China;3;725
999;Argentina;4;941
363;Portugal;1;1079
222;France;4;662
773;China;3;1022
346;China;3;1359
721;Philippines;2;875
829;Mexico;3;908
541;China;2;837
257;China;3;827
230;Brazil;1;1491
942;China;1;1471
545;Israel;5;1114
653;China;4;1433
382;Russia;1;625
300;Thailand;2;1471
114;China;2;1382
538;Syria;1;1299
662;Argentina;5;1330
591;Philippines;2;1181
33;China;4;1211
224;Russia;1;683
751;China;1;1109
388;Russia;4;937
115;Afghanistan;3;1293
796;Tanzania;5;1455
963;France;5;1261
994;Indonesia;4;1008
656;China;5;941
29;Ukraine;4;1380
656;Indonesia;3;1421
653;Canada;5;1131
229;Japan;5;1337
194;Iran;1;1315
108;Tanzania;4;812
14;Finland;4;1419
375;Portugal;1;924
80;China;3;576
509;Russia;3;1286
901;Russia;4;976
512;Russia;5;1463
178;China;5;802
237;Thailand;1;519
969;Japan;4;1248
554;China;4;591
433;Indonesia;1;1383
686;Peru;1;1187
21;Philippines;4;653
917;China;5;1306
792;Indonesia;2;646
379;China;3;504
950;Czech Republic;4;1436
534;Philippines;1;770
590;Philippines;4;808
656;Egypt;4;1410
833;Russia;1;1346
903;Russia;1;1190
492;Indonesia;3;735
411;China;2;600
247;Poland;2;1479
708;El Salvador;2;713
510;Costa Rica;4;815
406;Russia;1;973
966;France;4;1436
214;Bhutan;1;852
715;Russia;1;1300
297;China;4;1006
629;China;3;897
39;Ireland;4;978
282;United Kingdom;3;985
859;Poland;4;1088
15;Indonesia;5;1256
262;China;1;1412
602;France;1;1154
932;Poland;2;1469
180;Indonesia;3;1175
14;Germany;1;634
903;Russia;3;691
908;Brazil;2;505
449;Argentina;5;1023
698;China;2;774
81;China;2;1011
248;Yemen;3;1297
931;Indonesia;5;1323
98;Brazil;2;639
819;Russia;2;550
534;Indonesia;4;824
158;Norway;5;950
991;Ukraine;2;1445
223;Cameroon;5;900
678;Portugal;5;1054
28;China;3;1435
956;Russia;2;1157
937;China;5;1164
787;Syria;5;1362
769;China;4;898
661;China;4;612
659;Sweden;1;1048
526;Argentina;1;718
710;China;2;896
536;China;4;594
319;Russia;1;817
622;Portugal;5;730
160;Thailand;4;571
73;China;2;523
221;Honduras;4;786
56;Brazil;3;1324
375;France;4;707
892;France;1;1314
370;Ukraine;2;1150
28;Russia;2;640
748;Uzbekistan;2;679
246;China;4;713
41;Kuwait;2;634
819;Philippines;5;527
296;China;4;800
595;Thailand;1;649
9;Russia;4;731
944;Indonesia;5;1465
493;Switzerland;3;779
836;China;2;1270
836;China;3;897
616;China;5;514
635;Japan;2;1175
840;Sweden;4;1307
774;China;4;1169
87;Malta;3;1250
620;Colombia;1;1183
971;Poland;4;1346
882;United States;4;1404
93;Bosnia and Herzegovina;5;977
962;China;1;601
818;Macedonia;1;834
679;China;2;1299
578;Russia;5;1418
201;Philippines;5;1375
479;Madagascar;3;1293
437;Syria;3;864
614;France;3;525
429;Peru;3;1077
793;Poland;4;536
762;Peru;2;860
987;China;2;1053
821;Philippines;3;683
219;Argentina;1;772
695;Indonesia;2;1112
509;China;1;783
853;Egypt;2;1041
112;Canada;2;1322
536;Libya;5;1346
331;Pakistan;4;1272
234;Philippines;5;1260
307;Ukraine;4;696
163;Portugal;2;1040
296;Indonesia;5;1154
751;United States;2;540
897;Portugal;2;1075
832;Ukraine;3;1243
461;China;5;1465
483;France;3;1313
785;China;5;835
906;Indonesia;3;1172
436;Jordan;3;840
262;China;2;1380
19;China;2;777
892;China;1;505
130;Jamaica;5;1086
170;Colombia;4;1041
633;China;1;992
726;China;1;1228
348;Tunisia;2;1464
318;Czech Republic;3;749
213;Jordan;3;582
388;Russia;2;618
526;Palestinian Territory;4;1205
511;Kazakhstan;2;1370
652;United States;2;1454
267;China;4;1366
466;Guatemala;5;899
135;Philippines;4;1252
665;Indonesia;1;1425
383;Indonesia;4;1127
154;China;2;1295
328;Indonesia;5;836
191;Argentina;3;560
387;Ukraine;4;661
959;Portugal;5;1394
389;Peru;4;727
256;Uganda;1;1294
695;France;2;508
59;Peru;3;1453
879;France;2;1344
855;China;2;1238
316;China;4;1180
596;Indonesia;4;1093
228;Sweden;4;1016
890;Indonesia;1;998
721;Indonesia;5;1418
156;China;4;924
641;Russia;4;1063
696;Bosnia and Herzegovina;1;1058
834;Ukraine;2;797
763;Philippines;1;1128
536;China;5;1289
580;Indonesia;5;1069
43;Indonesia;4;1303
776;Brazil;5;1281
540;Russia;2;1382
775;Sweden;3;1257
435;Canada;4;823
440;Czech Republic;1;617
878;Japan;1;668
255;Indonesia;2;602
156;Portugal;1;1431
895;China;2;1330
70;Rwanda;1;1492
57;Poland;5;673
972;Azerbaijan;1;1036
113;Indonesia;5;1491
586;Philippines;1;1107
814;Indonesia;5;698
539;Russia;5;957
108;Russia;5;937
470;Indonesia;4;529
161;Greece;1;741
614;China;5;914
913;Ukraine;2;1451
99;China;2;1324
454;United States;3;615
508;China;1;739
892;China;1;907
560;China;4;917
750;Guatemala;1;1423
797;United States;3;990
686;Philippines;1;1361
166;Sweden;5;571
300;Poland;4;625
859;United States;2;1173
149;China;3;1180
708;Greece;5;565
786;Indonesia;5;635
926;Armenia;5;552
816;Antigua and Barbuda;1;1244
906;China;2;689
574;China;4;810
205;France;2;984
20;China;4;1066
892;Indonesia;3;824
534;Russia;3;1447
530;Indonesia;4;1026
796;Brazil;4;711
750;China;5;1387
470;China;2;1128
633;China;1;669
764;Canada;5;1364
934;Denmark;5;995
898;China;1;1345
142;South Africa;3;815
112;Philippines;4;1468
476;Poland;4;809
867;Indonesia;3;532
716;Russia;3;587
788;Poland;1;1214
778;South Africa;1;846
68;China;3;676
649;Austria;2;858
460;Vietnam;4;963
56;China;1;833
800;Russia;2;1139
911;Philippines;3;1312
935;China;5;710
424;Bulgaria;4;1341
967;Czech Republic;5;859
41;Uganda;3;1305
944;Jamaica;4;1091
758;Peru;3;802
128;China;2;1275
795;Honduras;5;532
122;Indonesia;2;566
911;Bolivia;4;1340
878;Czech Republic;3;744
460;Argentina;5;902
147;Norway;4;508
268;Azerbaijan;3;611
744;France;2;718
194;France;4;725
115;Brazil;5;965
132;United States;4;530
189;Russia;2;1363
371;Mexico;5;645
970;China;1;937
873;Philippines;1;1375
772;Brazil;1;746
911;Indonesia;1;985
567;China;3;855
600;France;2;738
740;Portugal;2;1197
916;China;3;855
388;Indonesia;2;702
966;Albania;4;601
873;Colombia;1;1470
82;China;4;834
767;Sweden;2;591
553;France;5;1008
255;Guatemala;3;1431
589;China;1;865
271;Guatemala;1;563
991;Ecuador;5;1237
25;Brazil;4;1437
23;China;4;811
745;Indonesia;4;592
164;China;5;961
774;Croatia;4;1138
614;Indonesia;2;598
600;Poland;5;997
644;Kazakhstan;5;1242
710;Canada;4;647
824;China;4;1275
418;Slovenia;4;1293
919;Kazakhstan;5;1496
760;Canada;3;1478
781;Poland;4;1029
371;Poland;5;1349
570;Brazil;5;1285
17;United Kingdom;2;1095
263;Poland;1;556
972;China;4;879
846;Philippines;2;1071
660;Argentina;2;714
988;France;3;1317
184;Saint Kitts and Nevis;4;695
380;Spain;3;701
196;Czech Republic;5;591
648;Indonesia;2;1403
483;Norway;2;1168
385;Indonesia;2;1080
100;South Korea;4;628
496;China;5;1445
554;Argentina;1;1248
329;Greece;2;1393
87;China;4;827
575;China;5;973
878;China;2;1146
214;Indonesia;1;846
686;Philippines;1;763
241;Philippines;5;1481
304;Indonesia;5;1007
92;Philippines;5;1385
16;China;1;1461
70;Dominican Republic;4;1323
156;Czech Republic;2;554
87;Hungary;5;1410
133;China;2;785
354;Argentina;5;927
959;China;5;1048
196;Indonesia;2;819
711;Brazil;3;862
856;China;5;699
857;Russia;1;884
679;France;4;1137
741;Indonesia;4;1124
462;Thailand;4;1354
291;Canada;5;1004
757;Indonesia;5;540
4;Philippines;1;1279
75;Russia;1;747
327;Brazil;5;516
558;Philippines;5;836
600;Czech Republic;5;783
690;Slovenia;4;1058
39;Czech Republic;3;1221
482;Brazil;1;1028
756;Republic of the Congo;5;697
994;Armenia;3;537
892;Ukraine;5;1476
11;Russia;4;1147
469;China;5;665
688;Philippines;2;876
567;Laos;3;1069
347;Brazil;3;969
935;Argentina;2;894
970;Indonesia;3;590
774;Germany;4;869
844;China;5;1229
838;Malta;4;669
561;Nigeria;5;1161
955;Indonesia;5;732
829;Macedonia;5;1089
808;Russia;2;900
479;Syria;3;1209
281;China;5;903
74;Morocco;1;1487
769;Greece;1;934
653;China;4;776
534;Russia;1;817
332;Greece;5;1231
691;Canada;4;1071
647;Turkmenistan;3;1389
930;Indonesia;1;524
145;Poland;5;562
714;Russia;4;1090
649;Ukraine;5;1217
325;Nigeria;3;1397
381;Mexico;4;1061
62;United States;1;1429
936;China;4;1045
937;Greece;1;874
487;Honduras;5;1251
201;Thailand;5;504
720;China;1;565
887;China;3;836
1;United States;1;600
415;Portugal;1;1334
614;China;2;1394
